id	organism	seedid	oxygenstat	metabolism	gram	mtype	genes	reactions	metabolites	draftcreator	draftcreated	ncbiid	platform	kbaseid	file	ncbi_taxid	kingdom	phylum	class	order	family	genus	species
Gemella_morbillorum_M424	Gemella morbillorum M424	Gemella moribillum M424 (562982.3)	Facultative anaerobe	Saccharolytic, fermentative	Positive		483	941	744	Laura Kutt	04/17/16	562982.0	ModelSEED	kb|g.2334	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Gemella_morbillorum_M424.xml	562982	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella	s__Gemella morbillorum
Gemella_sanguinis_ATCC700632	Gemella sanguinis ATCC700632		Facultative anaerobe	Saccharolytic, fermentative	Positive		492	1036	793	Laura Kutt	04/17/16	1408440.0	ModelSEED	kb|g.241224	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Gemella_sanguinis_ATCC700632.xml	1408440	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella	s__Gemella sanguinis
Gemella_sanguinis_M325	Gemella sanguinis M325	Gemella sanguinis M325 (562983.3)	Facultative anaerobe	Saccharolytic, fermentative	Positive		500	959	758	Laura Kutt	05/29/16	562983.0	Kbase	kb|g.2335	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Gemella_sanguinis_M325.xml	562983	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Gemellaceae	g__Gemella	s__Gemella sanguinis
Geobacillus_stearothermophilus_ATCC_7953	Geobacillus stearothermophilus ATCC 7953		Aerobe	Saccharolytic, non-fermentative	Variable		800	1414	1082			937593.0	Kbase	kb|g.241233	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Geobacillus_stearothermophilus_ATCC_7953.xml	937593	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Anoxybacillaceae	g__Geobacillus	s__Geobacillus stearothermophilus
Geobacillus_vulcani_PSS1	Geobacillus vulcani PSS1		Aerobe	Saccharolytic, non-fermentative	Positive		975	1570	1131	Laura Kutt	04/17/16	1382315.0	Kbase	kb|g.241237	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Geobacillus_vulcani_PSS1.xml	1382315	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales	f__Anoxybacillaceae	g__Geobacillus	s__Geobacillus vulcani
Gordonia_rubripertincta_NBRC_101908	Gordonia rubripertincta NBRC 101908	Gordonia rubripertincta NBRC 101908 (1077975.4)	Obligate aerobe	Saccharolytic	Positive		1209	1543	1143	chenry	04/15/16	1077975.0	Kbase	kb|g.23931	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Gordonia_rubripertincta_NBRC_101908.xml	1077975	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Gordonia	s__Gordonia rubripertincta
Gordonia_terrae_C_6	Gordonia terrae C-6	Gordonia terrae C-6 (1316928.3)	Obligate aerobe	Saccharolytic	Positive	Pathogen	1137	1551	1143	Laura Kutt	05/29/16	1316928.0	ModelSEED	kb|g.31992	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Gordonia_terrae_C_6.xml	1316928	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Gordonia	s__Gordonia sp000143885
Gordonia_terrae_NBRC_100016	Gordonia terrae NBRC 100016		Obligate aerobe	Saccharolytic	Positive	Pathogen	1220	1568	1164	chenry	04/15/16	1089454.0	ModelSEED	kb|g.241256	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Gordonia_terrae_NBRC_100016.xml	1089454	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Mycobacteriales	f__Mycobacteriaceae	g__Gordonia	s__Gordonia terrae
Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378	Gordonibacter pamelaeae 7-10-1-bT, DSM 19378	Gordonibacter pamelaeae 7-10-1-b (657308.3)	Nanaerobe	Few carbon sources used, fermentation capabilities undescribed	Positive	Commensal	622	958	795	Ines Thiele	04/20/12	471189.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Gordonibacter_pamelaeae_7_10_1_bT_DSM_19378.xml	471189	d__Bacteria	p__Actinobacteriota	c__Coriobacteriia	o__Coriobacteriales	f__Eggerthellaceae	g__Gordonibacter	s__Gordonibacter pamelaeae
Granulicatella_adiacens_ATCC_49175	Granulicatella adiacens ATCC 49175	Granulicatella adiacens ATCC 49175 (638301.3)	Facultative anaerobe	Saccharolytic, fermentative	Positive	Commensal	504	995	783	Laura Kutt	04/17/16	638301.0	Kbase	kb|g.2710	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Granulicatella_adiacens_ATCC_49175.xml	638301	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Granulicatella	s__Granulicatella adiacens
Granulicatella_elegans_ATCC_700633	Granulicatella elegans ATCC 700633	Granulicatella elegans ATCC 700633 (626369.3)	Facultative anaerobe	Saccharolytic, fermentative	Positive	Commensal	522	1026	808	Laura Kutt	04/18/16	626369.0	ModelSEED	kb|g.2649	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Granulicatella_elegans_ATCC_700633.xml	626369	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Granulicatella	s__Granulicatella elegans
Grimontia_hollisae_CIP_101886	Grimontia hollisae CIP 101886	Grimontia hollisae CIP 101886 (675812.3)	Facultative anaerobe	Fermentative, respiratory	Negative		950	1492	1093	Laura Kutt	04/19/16	675812.0	ModelSEED	kb|g.2925	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Grimontia_hollisae_CIP_101886.xml	675812	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Vibrionaceae	g__Enterovibrio	s__Enterovibrio hollisae
Haemophilus_haemolyticus_M19501	Haemophilus haemolyticus M19501	Haemophilus haemolyticus M19501 (1028803.3)	Facultative anaerobe	Saccharolytic, fermentative	Negative	Commensal	680	1240	966	Laura Kutt	04/18/16	1028803.0	ModelSEED	kb|g.23309	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Haemophilus_haemolyticus_M19501.xml	1028803	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Haemophilus	s__Haemophilus haemolyticus_G
Haemophilus_influenzae_R2846	Haemophilus influenzae R2846	Haemophilus influenzae R2846 (262727.7)	Facultative anaerobe	Saccharolytic, fermentative	Negative		646	1200	949			262727.0	ModelSEED	kb|g.545	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Haemophilus_influenzae_R2846.xml	262727	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Haemophilus	s__Haemophilus influenzae
Haemophilus_parainfluenzae_T3T1	Haemophilus parainfluenzae T3T1	Haemophilus parainfluenzae T3T1 (862965.3)	Aerobe	Respiratory	Negative		656	1257	973	Laura Kutt	04/19/16	862965.0	ModelSEED	kb|g.3441	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Haemophilus_parainfluenzae_T3T1.xml	862965	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Haemophilus_D	s__Haemophilus_D parainfluenzae_A
Haemophilus_sputorum_CCUG_13788	Haemophilus sputorum CCUG 13788	Haemophilus sputorum CCUG 13788 (1035839.4)	Aerobe	Respiratory	Negative		666	1239	976	Laura Kutt	04/19/16	1035839.0	ModelSEED	kb|g.23371	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Haemophilus_sputorum_CCUG_13788.xml	1035839	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Haemophilus_A	s__Haemophilus_A sputorum
Hafnia_alvei_ATCC_51873	Hafnia alvei ATCC 51873	Hafnia alvei ATCC 51873 (1002364.3)	Facultative anaerobe	Fermentative, respiratory	Negative	Opportunistic pathogen	1329	2400	1545	Laura Kutt	05/30/16	1002364.0	ModelSEED	kb|g.23113	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Hafnia_alvei_ATCC_51873.xml	1002364	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Hafnia	s__Hafnia paralvei
Hafnia_alvei_BIDMC_31	Hafnia alvei BIDMC 31		Facultative anaerobe	Fermentative, respiratory	Negative	Opportunistic pathogen	1451	1884	1280	Laura Kutt	04/18/16	1328337.0	ModelSEED	kb|g.209992	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Hafnia_alvei_BIDMC_31.xml	1328337	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella pneumoniae
Halococcus_morrhuae_DSM1307	Halococcus morrhuae DSM1307		Aerobe	Saccharolytic	Negative		646	1131	958	Laura Kutt	04/19/16	931277.0	Kbase	kb|g.224181	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Halococcus_morrhuae_DSM1307.xml	931277	d__Archaea	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halococcaceae	g__Halococcus	s__Halococcus morrhuae
Helicobacter_bilis_ATCC_43879	Helicobacter bilis ATCC 43879	Helicobacter bilis ATCC 43879 (613026.4)	Microaerophile	Strictly respiratory, asaccharolytic	Negative	Opportunistic pathogen	523	981	834	Ines Thiele	09/06/12	613026.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Helicobacter_bilis_ATCC_43879.xml	613026	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_A	s__Helicobacter_A rappini
Helicobacter_canadensis_MIT_98_5491	Helicobacter canadensis MIT 98-5491	Helicobacter canadensis MIT 98-5491 (Prj:30719) (537970.9)	Microaerophile	Strictly respiratory, asaccharolytic	Negative	Opportunistic pathogen	522	1020	808	Eugen Bauer	08/03/14	537970.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Helicobacter_canadensis_MIT_98_5491.xml	537970	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_D	s__Helicobacter_D canadensis
Helicobacter_cinaedi_CCUG_18818	Helicobacter cinaedi CCUG 18818	Helicobacter cinaedi CCUG 18818 (537971.5)	Microaerophile	Strictly respiratory, asaccharolytic	Negative	Opportunistic pathogen	531	1043	831	Ines Thiele	09/06/12	537971.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Helicobacter_cinaedi_CCUG_18818.xml	537971	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_C	s__Helicobacter_C cinaedi
Helicobacter_pullorum_MIT_98_5489	Helicobacter pullorum MIT 98-5489	Helicobacter pullorum MIT 98-5489 (537972.5)	Microaerophile	Strictly respiratory, asaccharolytic	Negative	Opportunistic pathogen	535	949	787	Ines Thiele	09/06/12	537972.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Helicobacter_pullorum_MIT_98_5489.xml	537972	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_D	s__Helicobacter_D pullorum
Helicobacter_pylori_26695	Helicobacter pylori 26695	Helicobacter pylori 26695 (85962.8)	Microaerophile	Strictly respiratory, glucose is oxidzed but no other sugar is used	Negative	Opportunistic pathogen	447	1025	833	Ines Thiele	08/07/12	85962.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Helicobacter_pylori_26695.xml	85962	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter	s__Helicobacter pylori
Helicobacter_winghamensis_ATCC_BAA_430	Helicobacter winghamensis ATCC BAA-430	Helicobacter winghamensis ATCC BAA-430 (556267.4)	Microaerophile	Strictly respiratory, asaccharolytic	Negative	Opportunistic pathogen	498	941	793	Ines Thiele	09/06/12	556267.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Helicobacter_winghamensis_ATCC_BAA_430.xml	556267	d__Bacteria	p__Campylobacterota	c__Campylobacteria	o__Campylobacterales	f__Helicobacteraceae	g__Helicobacter_D	s__Helicobacter_D winghamensis
Holdemania_filiformis_VPI_J1_31B_1_DSM_12042	Holdemania filiformis VPI J1-31B-1, DSM 12042	Holdemania filiformis DSM 12042 (545696.5)	Obligate anaerobe	Saccharolytic, fermentative	Positive	Commensal	721	1744	1113	Ines Thiele	09/06/12	61171.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Holdemania_filiformis_VPI_J1_31B_1_DSM_12042.xml	61171	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Erysipelotrichaceae	g__Holdemania	s__Holdemania filiformis
Kallipyga_massiliensis_ph2	Kallipyga massiliensis ph2		Obligate anaerobe	Saccharolytic, fermentative	Positive		425	1002	816	Laura Kutt	04/18/16	1118059.0	Kbase	kb|g.206992	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Kallipyga_massiliensis_ph2.xml	1118059	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Tissierellales	f__Peptoniphilaceae	g__Kallipyga	s__Kallipyga massiliensis
Kandleria_vitulina_DSM_20405	Kandleria vitulina DSM 20405		Obligate anaerobe	Saccharolytic, fermentative	Positive		587	1195	926	Laura Kutt	04/18/16	1410657.0	Kbase	kb|g.241318	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Kandleria_vitulina_DSM_20405.xml	1410657	d__Bacteria	p__Firmicutes	c__Bacilli	o__Erysipelotrichales	f__Coprobacillaceae	g__Kandleria	s__Kandleria vitulina
Kingella_oralis_ATCC_51147	Kingella oralis ATCC 51147	Kingella oralis ATCC 51147 (629741.3)	Facultative anaerobe	Saccharolytic, fermentative	Negative	Commensal	596	1106	899	Laura Kutt	04/18/16	629741.0	Kbase	kb|g.2656	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Kingella_oralis_ATCC_51147.xml	629741	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Burkholderiales	f__Neisseriaceae	g__Kingella_B	s__Kingella_B oralis
Klebsiella_oxytoca_KCTC_1686	Klebsiella oxytoca KCTC 1686	Klebsiella oxytoca KCTC 1686 (1006551.4)	Facultative anaerobe	fermentative, respiratory	Negative		1543	1809	1264			1006551.0	Kbase	kb|g.23273	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Klebsiella_oxytoca_KCTC_1686.xml	1006551	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Klebsiella	s__Klebsiella michiganensis
Kluyvera_ascorbata_ATCC_33433	Kluyvera ascorbata  ATCC 33433		Facultative anaerobe	Fermentative, respiratory	Negative		1241	1782	1227	Laura Kutt	04/18/16	1006000.0	Kbase	kb|g.241367	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Kluyvera_ascorbata_ATCC_33433.xml	1006000	d__Bacteria	p__Proteobacteria	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Kluyvera	s__Kluyvera ascorbata
Kocuria_palustris_PEL	Kocuria palustris PEL	Kocuria palustris PEL (1236550.3)	Obligate aerobe	Saccharolytic, respiratory	Positive	Commensal	789	1295	983	chenry	04/15/16	1236550.0	Kbase	kb|g.25806	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Kocuria_palustris_PEL.xml	1236550	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Kocuria	s__Kocuria palustris
Kocuria_rhizophila_DC2201	Kocuria rhizophila DC2201	Kocuria rhizophila DC2201 (378753.3)	Obligate aerobe	Saccharolytic	Positive		756	1250	974	chenry	04/15/16	378753.0	ModelSEED	kb|g.1142	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Kocuria_rhizophila_DC2201.xml	378753	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Micrococcaceae	g__Kocuria	s__Kocuria rhizophila_A
Kurthia_massiliensis_JC30	Kurthia massiliensis  JC30		Aerobe	Saccharolytic, respiratory	Positive		789	1444	1090	Laura Kutt	04/18/16	1033739.0	ModelSEED	kb|g.23348	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Kurthia_massiliensis_JC30.xml	1033739	d__Bacteria	p__Firmicutes	c__Bacilli	o__Bacillales_A	f__Planococcaceae	g__Kurthia	s__Kurthia massiliensis
Kytococcus_sedentarius_DSM_20547	Kytococcus sedentarius DSM 20547	Kytococcus sedentarius DSM 20547 (478801.4)	Obligate aerobe	Respiratory	Positive	Commensal	653	1198	945	chenry	04/15/16	478801.0	Kbase	kb|g.1725	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Kytococcus_sedentarius_DSM_20547.xml	478801	d__Bacteria	p__Actinobacteriota	c__Actinomycetia	o__Actinomycetales	f__Dermatophilaceae	g__Kytococcus	s__Kytococcus sedentarius
Lachnospira_multipara_ATCC_19207	Lachnospira multipara ATCC 19207		Obligate anaerobe	Saccharolytic, fermentative	Positive		554	1163	931	Laura Kutt	04/19/16	1282887.0	Kbase	kb|g.209041	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lachnospira_multipara_ATCC_19207.xml	1282887	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	s__Lachnospira multipara
Lachnospiraceae_bacterium_sp_5_1_63FAA	Lachnospiraceae bacterium sp. 5_1_63FAA	Lachnospiraceae bacterium 5_1_63FAA (658089.3)	Obligate anaerobe	Uncharacterized	Uncharacterized	Uncharacterized	857	1766	1275	Ines Thiele	06/29/12	658089.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lachnospiraceae_bacterium_sp_5_1_63FAA.xml	658089	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Anaerostipes	s__Anaerostipes hadrus
Lachnospiraceae_bacterium_sp_8_1_57FAA	Lachnospiraceae bacterium sp. 8_1_57FAA	Lachnospiraceae bacterium 8_1_57FAA (665951.3)	Obligate anaerobe	Uncharacterized	Uncharacterized	Uncharacterized	603	2252	1201	Ines Thiele	06/29/12	665951.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lachnospiraceae_bacterium_sp_8_1_57FAA.xml	665951	d__Bacteria	p__Firmicutes_A	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Mediterraneibacter	s__Mediterraneibacter torques
Lactobacillus_acidophilus_ATCC_4796	Lactobacillus acidophilus ATCC 4796	Lactobacillus acidophilus ATCC 4796 (525306.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	528	1287	912	Ines Thiele	09/06/12	525306.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_acidophilus_ATCC_4796.xml	525306	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus acidophilus
Lactobacillus_acidophilus_NCFM	Lactobacillus acidophilus NCFM	Lactobacillus acidophilus NCFM (272621.13)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	540	1460	1009	Eugen Bauer	08/03/14	272621.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_acidophilus_NCFM.xml	272621	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus acidophilus
Lactobacillus_amylolyticus_DSM_11664	Lactobacillus amylolyticus DSM 11664	Lactobacillus amylolyticus DSM 11664 (585524.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	423	1049	827	Ines Thiele	06/29/12	585524.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_amylolyticus_DSM_11664.xml	585524	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus amylolyticus
Lactobacillus_amylovorus_GRL_1112	Lactobacillus amylovorus GRL 1112	Lactobacillus amylovorus GRL 1112 (695560.3)	Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		556	1048	817	Laura Kutt	04/18/16	695560.0	Kbase	kb|g.3001	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_amylovorus_GRL_1112.xml	695560	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus amylovorus
Lactobacillus_animalis_KCTC_3501	Lactobacillus animalis KCTC 3501	Lactobacillus animalis KCTC 3501 (930942.3)	Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		581	1149	887	Laura Kutt	05/30/16	930942.0	Kbase	kb|g.3735	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_animalis_KCTC_3501.xml	930942	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Ligilactobacillus	s__Ligilactobacillus animalis
Lactobacillus_antri_DSM_16041	Lactobacillus antri DSM 16041	Lactobacillus antri DSM 16041 (525309.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	606	1548	1118	Ines Thiele	09/06/12	525309.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_antri_DSM_16041.xml	525309	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus antri
Lactobacillus_brevis_ATCC_367	Lactobacillus brevis ATCC 367	Lactobacillus brevis ATCC 367 (387344.15)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	558	1010	810	Ines Thiele	06/25/12	387344.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_brevis_ATCC_367.xml	387344	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Levilactobacillus	s__Levilactobacillus brevis
Lactobacillus_brevis_subsp_gravesensis_ATCC_27305	Lactobacillus brevis subsp. gravesensis ATCC 27305	Lactobacillus brevis subsp. gravesensis ATCC 27305 (525310.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	796	1856	1263	Ines Thiele	09/06/12	525310.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_brevis_subsp_gravesensis_ATCC_27305.xml	525310	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lentilactobacillus	s__Lentilactobacillus hilgardii
Lactobacillus_buchneri_ATCC_11577	Lactobacillus buchneri ATCC 11577	Lactobacillus buchneri ATCC 11577 (525318.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	757	1114	884	Ines Thiele	09/06/12	525318.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_buchneri_ATCC_11577.xml	525318	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lentilactobacillus	s__Lentilactobacillus hilgardii
Lactobacillus_casei_ATCC_334	Lactobacillus casei ATCC 334	Lactobacillus casei ATCC 334 (321967.11)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	659	1012	818	Ines Thiele	06/25/12	321967.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_casei_ATCC_334.xml	321967	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lacticaseibacillus	s__Lacticaseibacillus paracasei
Lactobacillus_coleohominis_101_4_CHN	Lactobacillus coleohominis 101-4-CHN	Lactobacillus coleohominis 101-4-CHN (575594.3)	Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		510	1058	841	Laura Kutt	04/18/16	575594.0	ModelSEED	kb|g.2455	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_coleohominis_101_4_CHN.xml	575594	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Limosilactobacillus	s__Limosilactobacillus coleohominis_A
Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711	Lactobacillus coryniformis subsp. coryniformis CECT 5711		Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		788	1255	975	Laura Kutt	04/18/16	1185325.0	ModelSEED	kb|g.25201	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_coryniformis_subsp_coryniformis_CECT_5711.xml	1185325	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Loigolactobacillus	s__Loigolactobacillus coryniformis
Lactobacillus_crispatus_125_2_CHN	Lactobacillus crispatus 125-2-CHN	Lactobacillus crispatus 125-2-CHN (575595.3)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Commensal	519	747	637	Ines Thiele	06/29/12	575595.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_crispatus_125_2_CHN.xml	575595	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus crispatus
Lactobacillus_curvatus_CRL_705	Lactobacillus curvatus CRL 705		Facultative anaerobe	Saccharolytic, fermentative or respiratory	Positive		509	1057	843	Laura Kutt	04/18/16	1074451.0	ModelSEED	kb|g.23895	/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_curvatus_CRL_705.xml	1074451	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Latilactobacillus	s__Latilactobacillus curvatus
Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842	Lactobacillus delbrueckii subsp. bulgaricus ATCC 11842 (390333.7)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	541	1390	1008	Eugen Bauer	08/03/14	390333.0	ModelSEED		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_11842.xml	390333	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus delbrueckii
Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365	Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365	Lactobacillus delbrueckii subsp. bulgaricus ATCC BAA-365 (321956.7)	Facultative anaerobe	Saccharolytic, respiratory or fermentative	Positive	Probiotic	483	1220	930	Ines Thiele	06/25/12	321956.0	Kbase		/proj/gibbons/refs/micom_databases/recipes/agora1/models/Lactobacillus_delbrueckii_subsp_bulgaricus_ATCC_BAA_365.xml	321956	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Lactobacillaceae	g__Lactobacillus	s__Lactobacillus delbrueckii
