id,Genome_type,Length,N_contigs,N50,GC_content,Completeness,Contamination,rRNA_5S,rRNA_16S,rRNA_23S,tRNAs,Genome_accession,Species_rep,lineage,url,assembly
MGYG000002542,Isolate,2852137,212,43192,45.6,98.94,1.46,0,0,89.23,18,GUT_GENOME147630,MGYG000002542,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lentilactobacillus;s__Lentilactobacillus parafarraginis,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002542/genome/MGYG000002542.fna,MGYG000002542.fna.gz
MGYG000002543,Isolate,1665702,25,131279,29.02,98.65,0.07,0,99.74,92.48,20,GUT_GENOME147644,MGYG000002543,d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter_B;s__Campylobacter_B ureolyticus,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002543/genome/MGYG000002543.fna,MGYG000002543.fna.gz
MGYG000002544,Isolate,3738151,63,153272,64.26,100,0,92.44,99.67,99.42,20,GUT_GENOME147673,MGYG000002544,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Eggerthella;s__Eggerthella lenta,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002544/genome/MGYG000002544.fna,MGYG000002544.fna.gz
MGYG000002545,Isolate,2833887,1,2833887,57.23,100,0,94.12,99.74,99.83,20,GUT_GENOME147678,MGYG000002545,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium prausnitzii_G,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002545/genome/MGYG000002545.fna,MGYG000002545.fna.gz
MGYG000002546,Isolate,3260545,217,2439084,57.63,93.62,1.01,94.96,99.67,99.86,20,GUT_GENOME147776,MGYG000002546,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Neobittarella;s__Neobittarella massiliensis,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002546/genome/MGYG000002546.fna,MGYG000002546.fna.gz
MGYG000002547,Isolate,2429033,26,137903,53.17,100,0,92.44,41.23,99.69,20,GUT_GENOME147777,MGYG000002547,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera elsdenii,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002547/genome/MGYG000002547.fna,MGYG000002547.fna.gz
MGYG000002548,Isolate,2783391,89,76927,32.36,99.37,0.44,67.23,99.74,99.76,20,GUT_GENOME147796,MGYG000002548,d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus argenteus,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002548/genome/MGYG000002548.fna,MGYG000002548.fna.gz
MGYG000002549,Isolate,5479119,27,523984,42.83,99.3,0.08,94.96,99.67,99.45,20,GUT_GENOME147854,MGYG000002549,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides caccae,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002549/genome/MGYG000002549.fna,MGYG000002549.fna.gz
MGYG000002551,MAG,1748237,182,15032,40.8,92.73,0.23,0,0,0,12,GUT_GENOME148095,MGYG000002551,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_A;s__Haemophilus_A paraphrohaemolyticus,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002551/genome/MGYG000002551.fna,MGYG000002551.fna.gz
MGYG000002552,MAG,3071336,29,180072,36.77,99.33,0,0,0,0,19,GUT_GENOME148443,MGYG000002552,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp000436535,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002552/genome/MGYG000002552.fna,MGYG000002552.fna.gz
MGYG000002553,MAG,1478585,264,7063,47.4,84.06,1.01,0,0,0,11,GUT_GENOME148502,MGYG000002553,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UMGS1484;s__UMGS1484 sp902388225,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002553/genome/MGYG000002553.fna,MGYG000002553.fna.gz
MGYG000002554,MAG,1500206,335,5312,42.13,79.28,2.83,0,0,0,6,GUT_GENOME148641,MGYG000002554,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus oralis_W,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002554/genome/MGYG000002554.fna,MGYG000002554.fna.gz
MGYG000002555,MAG,2144821,311,9600,53.69,89.8,1.9,0,0,0,19,GUT_GENOME148816,MGYG000002555,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera sp902388315,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002555/genome/MGYG000002555.fna,MGYG000002555.fna.gz
MGYG000002556,MAG,2634532,29,131718,49.9,98.3,0,0,0,0,20,GUT_GENOME148897,MGYG000002556,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-279;s__CAG-279 sp000437795,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002556/genome/MGYG000002556.fna,MGYG000002556.fna.gz
MGYG000002557,MAG,2163992,134,26310,59.88,99.19,1.16,0,0,0,18,GUT_GENOME148915,MGYG000002557,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902388345,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002557/genome/MGYG000002557.fna,MGYG000002557.fna.gz
MGYG000002558,MAG,3471678,195,38679,55.62,97.39,0.09,0,0,0,16,GUT_GENOME149090,MGYG000002558,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900540415,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002558/genome/MGYG000002558.fna,MGYG000002558.fna.gz
MGYG000002559,MAG,2652289,238,18682,32.31,94.11,0,0,0,5.64,15,GUT_GENOME149116,MGYG000002559,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp900551945,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002559/genome/MGYG000002559.fna,MGYG000002559.fna.gz
MGYG000002560,MAG,5390440,68,143871,43.04,97.96,0.37,0,21.2,0,20,GUT_GENOME149380,MGYG000002560,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp902388365,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002560/genome/MGYG000002560.fna,MGYG000002560.fna.gz
MGYG000002561,MAG,4554549,70,136206,47.19,84.83,0.65,0,0,0,19,GUT_GENOME149381,MGYG000002561,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides sp902388495,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002561/genome/MGYG000002561.fna,MGYG000002561.fna.gz
MGYG000002562,MAG,1679141,11,260436,49.91,100,0.63,0,0,0,20,GUT_GENOME149444,MGYG000002562,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister sp900557365,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002562/genome/MGYG000002562.fna,MGYG000002562.fna.gz
MGYG000002563,MAG,2922672,182,28252,27.15,98.24,0,89.92,0,0,13,GUT_GENOME149497,MGYG000002563,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Peptostreptococcaceae;g__Romboutsia;s__Romboutsia timonensis,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002563/genome/MGYG000002563.fna,MGYG000002563.fna.gz
MGYG000002564,MAG,2497816,33,112999,53.71,96.9,0,0,99.67,0,20,GUT_GENOME149574,MGYG000002564,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__CAG-831;s__CAG-831 sp902388455,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002564/genome/MGYG000002564.fna,MGYG000002564.fna.gz
MGYG000002565,MAG,1964232,202,13131,44.91,97.95,0.75,0,34.9,0,19,GUT_GENOME149706,MGYG000002565,d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella_A;s__Veillonella_A magna,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002565/genome/MGYG000002565.fna,MGYG000002565.fna.gz
MGYG000002566,MAG,2080428,226,13137,59.86,95.97,0.12,0,0,0,20,GUT_GENOME149712,MGYG000002566,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900550835,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002566/genome/MGYG000002566.fna,MGYG000002566.fna.gz
MGYG000002567,MAG,2236504,74,42197,52.57,95.44,0.75,0,0,0,20,GUT_GENOME149894,MGYG000002567,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__CAG-485;s__CAG-485 sp900547755,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002567/genome/MGYG000002567.fna,MGYG000002567.fna.gz
MGYG000002568,MAG,2891879,73,58157,41.57,97.78,0,0,0,0,19,GUT_GENOME150050,MGYG000002568,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola sp900542985,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002568/genome/MGYG000002568.fna,MGYG000002568.fna.gz
MGYG000002570,MAG,2026568,116,26947,38.94,97.99,0,0,0,0,17,GUT_GENOME150720,MGYG000002570,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp003526955,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002570/genome/MGYG000002570.fna,MGYG000002570.fna.gz
MGYG000002571,MAG,1451024,15,204313,31.71,80.28,0.7,89.08,0,0,19,GUT_GENOME150770,MGYG000002571,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__UBA1234;g__UBA1234;s__UBA1234 sp900765095,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002571/genome/MGYG000002571.fna,MGYG000002571.fna.gz
MGYG000002572,MAG,1311921,110,17272,27.05,72.86,0.38,0,21.14,0,16,GUT_GENOME150801,MGYG000002572,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-354;s__CAG-354 sp900555085,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002572/genome/MGYG000002572.fna,MGYG000002572.fna.gz
MGYG000002573,MAG,2234911,102,40502,49.7,96.17,0,0,0,0,16,GUT_GENOME150819,MGYG000002573,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp900545285,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002573/genome/MGYG000002573.fna,MGYG000002573.fna.gz
MGYG000002574,MAG,3729499,594,8144,30.47,98.88,2.25,83.19,0,33.71,15,GUT_GENOME151017,MGYG000002574,d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_A;s__Fusobacterium_A ulcerans_A,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002574/genome/MGYG000002574.fna,MGYG000002574.fna.gz
MGYG000002575,MAG,2444047,330,10118,45.42,79.61,2.73,0,17.61,0,14,GUT_GENOME151520,MGYG000002575,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002575/genome/MGYG000002575.fna,MGYG000002575.fna.gz
MGYG000002576,MAG,2013227,280,9375,59.98,94.35,1.61,0,0,0,18,GUT_GENOME151535,MGYG000002576,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002576/genome/MGYG000002576.fna,MGYG000002576.fna.gz
MGYG000002578,MAG,2398245,48,88451,53.68,82.71,0.79,0,0,0,20,GUT_GENOME151671,MGYG000002578,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-977;g__CAG-977;s__CAG-977 sp900553035,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002578/genome/MGYG000002578.fna,MGYG000002578.fna.gz
MGYG000002579,MAG,1757018,50,52428,35.41,99.21,0.52,93.28,0,0,17,GUT_GENOME151778,MGYG000002579,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus sp900765635,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002579/genome/MGYG000002579.fna,MGYG000002579.fna.gz
MGYG000002580,MAG,3016685,35,166712,35.96,99.33,0,0,0,21.2,18,GUT_GENOME151978,MGYG000002580,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp000436475,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002580/genome/MGYG000002580.fna,MGYG000002580.fna.gz
MGYG000002581,MAG,1543318,59,44393,27.75,76.44,0.67,0,0,0,14,GUT_GENOME152049,MGYG000002581,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-269;s__CAG-269 sp001916065,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002581/genome/MGYG000002581.fna,MGYG000002581.fna.gz
MGYG000002582,MAG,1765105,79,40102,42.6,98.68,0,0,0,0,17,GUT_GENOME152118,MGYG000002582,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Succinivibrio;s__Succinivibrio sp900552905,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002582/genome/MGYG000002582.fna,MGYG000002582.fna.gz
MGYG000002583,MAG,1551796,6,492326,25.96,78.51,1.9,0,99.61,99.79,18,GUT_GENOME152230,MGYG000002583,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-492;s__CAG-492 sp000434015,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002583/genome/MGYG000002583.fna,MGYG000002583.fna.gz
MGYG000002584,MAG,3044716,45,121707,52.01,97.96,1.36,0,0,0,20,GUT_GENOME152364,MGYG000002584,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia sp900545155,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002584/genome/MGYG000002584.fna,MGYG000002584.fna.gz
MGYG000002585,MAG,2701793,93,37592,49.38,62.07,0,0,0,0,16,GUT_GENOME152489,MGYG000002585,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002585/genome/MGYG000002585.fna,MGYG000002585.fna.gz
MGYG000002586,MAG,1661999,175,13808,44.06,90.25,0.16,95.8,0,12.85,15,GUT_GENOME152509,MGYG000002586,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-145;s__CAG-145 sp002320005,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002586/genome/MGYG000002586.fna,MGYG000002586.fna.gz
MGYG000002587,MAG,4423098,166,43804,46.73,92.85,0.38,0,0,0,20,GUT_GENOME152519,MGYG000002587,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides sp900760525,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002587/genome/MGYG000002587.fna,MGYG000002587.fna.gz
MGYG000002588,MAG,2350010,179,20972,59.57,95.93,1.34,0,0,19.01,18,GUT_GENOME152588,MGYG000002588,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter sp900766145,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002588/genome/MGYG000002588.fna,MGYG000002588.fna.gz
MGYG000002589,MAG,2786078,62,81810,55.99,99.11,0,0,0,0,18,GUT_GENOME152603,MGYG000002589,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900540635,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002589/genome/MGYG000002589.fna,MGYG000002589.fna.gz
MGYG000002590,MAG,1062927,79,18148,30.03,92.42,1.12,0,0,13.64,19,GUT_GENOME152604,MGYG000002590,d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA660;g__CAG-594;s__CAG-594 sp900766325,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002590/genome/MGYG000002590.fna,MGYG000002590.fna.gz
MGYG000002591,MAG,1836000,28,109490,48.51,98.02,0.62,0,0,0,20,GUT_GENOME152800,MGYG000002591,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__CAG-521;s__CAG-521 sp902388655,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002591/genome/MGYG000002591.fna,MGYG000002591.fna.gz
MGYG000002592,MAG,2965227,128,49097,58.74,97.84,0.48,0,0,0,18,GUT_GENOME152999,MGYG000002592,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp902388705,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002592/genome/MGYG000002592.fna,MGYG000002592.fna.gz
MGYG000002593,MAG,1475799,35,71997,39.42,93.44,0.27,0,0,0,15,GUT_GENOME153023,MGYG000002593,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus sp900557215,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002593/genome/MGYG000002593.fna,MGYG000002593.fna.gz
MGYG000002594,MAG,2166519,93,41983,43.26,93.16,1.12,0,0,0,6,GUT_GENOME153042,MGYG000002594,d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus sanguinis_H,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002594/genome/MGYG000002594.fna,MGYG000002594.fna.gz
MGYG000002595,MAG,1783264,70,36441,59.49,86.74,1.34,89.92,0,0,18,GUT_GENOME153166,MGYG000002595,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-83;s__CAG-83 sp902388735,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002595/genome/MGYG000002595.fna,MGYG000002595.fna.gz
MGYG000002596,MAG,2662706,146,26891,48.71,93.66,0.58,0,0,14.22,12,GUT_GENOME153233,MGYG000002596,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter sp900555215,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002596/genome/MGYG000002596.fna,MGYG000002596.fna.gz
MGYG000002597,MAG,1757446,307,7429,53.34,87.4,0.71,94.96,0,20.99,12,GUT_GENOME153239,MGYG000002597,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Mobilibacterium;s__Mobilibacterium timonense,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002597/genome/MGYG000002597.fna,MGYG000002597.fna.gz
MGYG000002599,MAG,2063834,119,28058,65.6,95.58,0,0,0,0,19,GUT_GENOME153266,MGYG000002599,d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella sp003862195,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000025/MGYG000002599/genome/MGYG000002599.fna,MGYG000002599.fna.gz
MGYG000002600,MAG,2448724,58,72056,49.76,99.29,0.95,0,0,0,16,GUT_GENOME153272,MGYG000002600,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__Eubacterium_T;s__Eubacterium_T sp900766045,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002600/genome/MGYG000002600.fna,MGYG000002600.fna.gz
MGYG000002601,MAG,2683696,226,21066,54.72,98.77,0,89.92,0,0,20,GUT_GENOME153344,MGYG000002601,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp900549705,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002601/genome/MGYG000002601.fna,MGYG000002601.fna.gz
MGYG000002602,MAG,2192997,23,207033,33.54,98.66,1.34,0,0,0,19,GUT_GENOME153591,MGYG000002602,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__CAG-274;s__CAG-274 sp900545305,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002602/genome/MGYG000002602.fna,MGYG000002602.fna.gz
MGYG000002603,MAG,2739364,37,141652,46.9,76.86,0.51,0,0,0,17,GUT_GENOME153760,MGYG000002603,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella sp900767615,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002603/genome/MGYG000002603.fna,MGYG000002603.fna.gz
MGYG000002604,MAG,1992821,577,3889,61.2,63.18,1.68,0,0,0,7,GUT_GENOME153805,MGYG000002604,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__AM07-15;s__,https://ftp.ebi.ac.uk/pub/databases/metagenomics/mgnify_genomes/human-gut//v2.0.2/species_catalogue/MGYG0000026/MGYG000002604/genome/MGYG000002604.fna,MGYG000002604.fna.gz
